"","miRNA","GeneID","CCR","mRNA.clone.number","cluster.name","X3.UTR","CDS","X5.UTR","EXONIC","INTRONIC","G.1.Fraction","G.1.Freq","T2C.Fraction","T2C.Freq","T2C.and.G.1.Fraction","T2C.and.G.1.Freq","X.T2C.positions"
"206","hsa-let-7f","TM7SF2","slc1133_chr11",43,"slc1133_chr11",0,1,0,1,0,0.744,32,0.907,39,0.674,29,4
"207","hsa-let-7g","TM7SF2","slc1133_chr11",43,"slc1133_chr11",0,1,0,1,0,0.744,32,0.907,39,0.674,29,4
"208","hsa-let-7i","TM7SF2","slc1133_chr11",43,"slc1133_chr11",0,1,0,1,0,0.744,32,0.907,39,0.674,29,4
"209","hsa-miR-98","TM7SF2","slc1133_chr11",43,"slc1133_chr11",0,1,0,1,0,0.744,32,0.907,39,0.674,29,4
"210","hsa-miR-16","MAPK1","slc1138_chr22",14,"slc1138_chr22",0,1,0,1,0,0.929,13,0.429,6,0.357,5,2
"211","hsa-miR-424","MAPK1","slc1138_chr22",14,"slc1138_chr22",0,1,0,1,0,0.929,13,0.429,6,0.357,5,2
"212","hsa-miR-182","SLC39A9","slc1143_chr14",6,"slc1143_chr14",1,0,0,0.6,0.4,1,6,1,6,1,6,1
"213","hsa-miR-27a","FAM108C1","slc1144_chr15",215,"slc1144_chr15",1,0,0,1,0,0.926,199,0.958,206,0.884,190,7
"214","hsa-miR-27b","FAM108C1","slc1144_chr15",215,"slc1144_chr15",1,0,0,1,0,0.926,199,0.958,206,0.884,190,7
"215","hsa-miR-25","ZNF24","slc1144_chr18",10,"slc1144_chr18",1,0,0,0.11,0.89,0.9,9,0.6,6,0.5,5,3
"216","hsa-miR-25","APPL1","slc1147_chr3",7,"slc1147_chr3",1,0,0,1,0,1,7,1,7,1,7,1
"217","hsa-miR-96","APPL1","slc1150_chr3",29,"slc1150_chr3",1,0,0,1,0,0.931,27,0.931,27,0.862,25,2
"218","hsa-let-7a","SPRYD4","slc1152_chr12",23,"slc1152_chr12",0.54,0.46,0,1,0,0.957,22,1,23,0.957,22,2
"219","hsa-let-7b","SPRYD4","slc1152_chr12",23,"slc1152_chr12",0.54,0.46,0,1,0,0.957,22,1,23,0.957,22,2
"220","hsa-let-7c","SPRYD4","slc1152_chr12",23,"slc1152_chr12",0.54,0.46,0,1,0,0.957,22,1,23,0.957,22,2
"221","hsa-let-7d","SPRYD4","slc1152_chr12",23,"slc1152_chr12",0.54,0.46,0,1,0,0.957,22,1,23,0.957,22,2
"222","hsa-let-7e","SPRYD4","slc1152_chr12",23,"slc1152_chr12",0.54,0.46,0,1,0,0.957,22,1,23,0.957,22,2
"223","hsa-let-7f","SPRYD4","slc1152_chr12",23,"slc1152_chr12",0.54,0.46,0,1,0,0.957,22,1,23,0.957,22,2
"224","hsa-let-7g","SPRYD4","slc1152_chr12",23,"slc1152_chr12",0.54,0.46,0,1,0,0.957,22,1,23,0.957,22,2
"225","hsa-let-7i","SPRYD4","slc1152_chr12",23,"slc1152_chr12",0.54,0.46,0,1,0,0.957,22,1,23,0.957,22,2
"226","hsa-miR-98","SPRYD4","slc1152_chr12",23,"slc1152_chr12",0.54,0.46,0,1,0,0.957,22,1,23,0.957,22,2
"229","hsa-let-7a","PDE12","slc1157_chr3",54,"slc1157_chr3",1,0,0,1,0,0.981,53,0.241,13,0.222,12,4
"230","hsa-let-7b","PDE12","slc1157_chr3",54,"slc1157_chr3",1,0,0,1,0,0.981,53,0.241,13,0.222,12,4
"231","hsa-let-7c","PDE12","slc1157_chr3",54,"slc1157_chr3",1,0,0,1,0,0.981,53,0.241,13,0.222,12,4
"232","hsa-let-7d","PDE12","slc1157_chr3",54,"slc1157_chr3",1,0,0,1,0,0.981,53,0.241,13,0.222,12,4
"233","hsa-let-7e","PDE12","slc1157_chr3",54,"slc1157_chr3",1,0,0,1,0,0.981,53,0.241,13,0.222,12,4
"234","hsa-let-7f","PDE12","slc1157_chr3",54,"slc1157_chr3",1,0,0,1,0,0.981,53,0.241,13,0.222,12,4
"235","hsa-let-7g","PDE12","slc1157_chr3",54,"slc1157_chr3",1,0,0,1,0,0.981,53,0.241,13,0.222,12,4
"236","hsa-let-7i","PDE12","slc1157_chr3",54,"slc1157_chr3",1,0,0,1,0,0.981,53,0.241,13,0.222,12,4
"237","hsa-miR-98","PDE12","slc1157_chr3",54,"slc1157_chr3",1,0,0,1,0,0.981,53,0.241,13,0.222,12,4
"240","hsa-let-7a","CLDN12","slc1160_chr7",5,"slc1160_chr7",1,0,0,1,0,0.8,4,1,5,0.8,4,5
"241","hsa-let-7b","CLDN12","slc1160_chr7",5,"slc1160_chr7",1,0,0,1,0,0.8,4,1,5,0.8,4,5
"242","hsa-let-7c","CLDN12","slc1160_chr7",5,"slc1160_chr7",1,0,0,1,0,0.8,4,1,5,0.8,4,5
"243","hsa-let-7d","CLDN12","slc1160_chr7",5,"slc1160_chr7",1,0,0,1,0,0.8,4,1,5,0.8,4,5
"244","hsa-let-7e","CLDN12","slc1160_chr7",5,"slc1160_chr7",1,0,0,1,0,0.8,4,1,5,0.8,4,5
"245","hsa-let-7f","CLDN12","slc1160_chr7",5,"slc1160_chr7",1,0,0,1,0,0.8,4,1,5,0.8,4,5
"246","hsa-let-7g","CLDN12","slc1160_chr7",5,"slc1160_chr7",1,0,0,1,0,0.8,4,1,5,0.8,4,5
"247","hsa-let-7i","CLDN12","slc1160_chr7",5,"slc1160_chr7",1,0,0,1,0,0.8,4,1,5,0.8,4,5
"248","hsa-miR-98","CLDN12","slc1160_chr7",5,"slc1160_chr7",1,0,0,1,0,0.8,4,1,5,0.8,4,5
"249","hsa-miR-101","STAMBP","slc1161_chr2",13,"slc1161_chr2",1,0,0,0.92,0.08,1,13,1,13,1,13,2
"250","hsa-miR-101","SLC39A6","slc1162_chr18",5,"slc1162_chr18",1,0,0,1,0,1,5,1,5,1,5,4
"251","hsa-miR-27a","DPF2","slc1164_chr11",29,"slc1164_chr11",0,1,0,0.91,0.09,0.966,28,0.931,27,0.897,26,3
"252","hsa-miR-27b","DPF2","slc1164_chr11",29,"slc1164_chr11",0,1,0,0.91,0.09,0.966,28,0.931,27,0.897,26,3
"253","hsa-miR-7","KIAA0247","slc1164_chr14",5,"slc1164_chr14",1,0,0,0.84,0.16,0.8,4,0.4,2,0.2,1,2
"254","hsa-miR-200b","TET3","slc1170_chr2",7,"slc1170_chr2",0,1,0,1,0,1,7,1,7,1,7,1
"255","hsa-miR-200c","TET3","slc1170_chr2",7,"slc1170_chr2",0,1,0,1,0,1,7,1,7,1,7,1
"256","hsa-miR-19a","TET3","slc1172_chr2",35,"slc1172_chr2",0,1,0,1,0,0.971,34,1,35,0.971,34,2
"257","hsa-miR-19b","TET3","slc1172_chr2",35,"slc1172_chr2",0,1,0,1,0,0.971,34,1,35,0.971,34,2
"258","hsa-miR-193a-3p","SETD1A","slc1175_chr16",31,"slc1175_chr16",0,1,0,1,0,0.71,22,0.968,30,0.677,21,3
"259","hsa-miR-193b","SETD1A","slc1175_chr16",31,"slc1175_chr16",0,1,0,1,0,0.71,22,0.968,30,0.677,21,3
"260","hsa-miR-301a","SLMAP","slc1177_chr3",5,"slc1177_chr3",1,0,0,1,0,0.8,4,1,5,0.8,4,1
"261","hsa-miR-19a","SLMAP","slc1177_chr3",5,"slc1177_chr3",1,0,0,1,0,0.8,4,1,5,0.8,4,1
"262","hsa-miR-19b","SLMAP","slc1177_chr3",5,"slc1177_chr3",1,0,0,1,0,0.8,4,1,5,0.8,4,1
"263","hsa-miR-22","LRRC1","slc1179_chr6",39,"slc1179_chr6",1,0,0,1,0,0.949,37,0.974,38,0.923,36,2
"269","hsa-miR-7","PPIF","slc1186_chr10",13,"slc1186_chr10",1,0,0,1,0,1,13,1,13,1,13,1
"270","hsa-miR-27a","PPIF","slc1188_chr10",5,"slc1188_chr10",1,0,0,1,0,1,5,0.8,4,0.8,4,1
"271","hsa-miR-27b","PPIF","slc1188_chr10",5,"slc1188_chr10",1,0,0,1,0,1,5,0.8,4,0.8,4,1
"272","hsa-miR-101","XPO4","slc1189_chr13",5,"slc1189_chr13",1,0,0,1,0,1,5,1,5,1,5,2
"273","hsa-miR-26a","MAN2A1","slc1190_chr5",7,"slc1190_chr5",1,0,0,1,0,1,7,1,7,1,7,2
"274","hsa-miR-26b","MAN2A1","slc1190_chr5",7,"slc1190_chr5",1,0,0,1,0,1,7,1,7,1,7,2
"275","hsa-miR-26a","FAM83B","slc1190_chr6",5,"slc1190_chr6",0,1,0,1,0,1,5,1,5,1,5,2
"276","hsa-miR-26b","FAM83B","slc1190_chr6",5,"slc1190_chr6",0,1,0,1,0,1,5,1,5,1,5,2
"277","hsa-miR-16","FAM83B","slc1190_chr6",5,"slc1190_chr6",0,1,0,1,0,1,5,1,5,1,5,2
"278","hsa-miR-424","FAM83B","slc1190_chr6",5,"slc1190_chr6",0,1,0,1,0,1,5,1,5,1,5,2
"279","hsa-miR-181a","MAN2A1","slc1191_chr5",41,"slc1191_chr5",NA,NA,NA,1,0,0.61,25,0.854,35,0.561,23,2
"280","hsa-miR-181b","MAN2A1","slc1191_chr5",41,"slc1191_chr5",NA,NA,NA,1,0,0.61,25,0.854,35,0.561,23,2
"281","hsa-miR-24","UGCG","slc1192_chr9",14,"slc1192_chr9",NA,NA,NA,1,0,0.143,2,0.857,12,0.143,2,7
"282","hsa-miR-200b","FAM127A","slc1192_chrX",12,"slc1192_chrX",1,0,0,1,0,0.917,11,0.75,9,0.667,8,3
"283","hsa-miR-200c","FAM127A","slc1192_chrX",12,"slc1192_chrX",1,0,0,1,0,0.917,11,0.75,9,0.667,8,3
"284","hsa-miR-26a","TET3","slc1193_chr2",8,"slc1193_chr2",1,0,0,1,0,1,8,0.75,6,0.75,6,5
"285","hsa-miR-26b","TET3","slc1193_chr2",8,"slc1193_chr2",1,0,0,1,0,1,8,0.75,6,0.75,6,5
"287","hsa-miR-103","ZNF449","slc1196_chrX",8,"slc1196_chrX",1,0,0,1,0,1,8,0.875,7,0.875,7,1
"288","hsa-miR-107","ZNF449","slc1196_chrX",8,"slc1196_chrX",1,0,0,1,0,1,8,0.875,7,0.875,7,1
"289","hsa-miR-16","ZNF449","slc1196_chrX",8,"slc1196_chrX",1,0,0,1,0,1,8,0.875,7,0.875,7,1
"290","hsa-miR-424","ZNF449","slc1196_chrX",8,"slc1196_chrX",1,0,0,1,0,1,8,0.875,7,0.875,7,1
"291","hsa-miR-106b","PXK","slc1204_chr3",16,"slc1204_chr3",1,0,0,1,0,0.938,15,0.938,15,0.938,15,2
"292","hsa-miR-17","PXK","slc1204_chr3",16,"slc1204_chr3",1,0,0,1,0,0.938,15,0.938,15,0.938,15,2
"293","hsa-miR-93","PXK","slc1204_chr3",16,"slc1204_chr3",1,0,0,1,0,0.938,15,0.938,15,0.938,15,2
"294","hsa-miR-301a","PXK","slc1204_chr3",16,"slc1204_chr3",1,0,0,1,0,0.938,15,0.938,15,0.938,15,2
"295","hsa-let-7a","DDX26B","slc1206_chrX",51,"slc1206_chrX",1,0,0,0.86,0.14,0.804,41,0.902,46,0.745,38,1
"296","hsa-let-7b","DDX26B","slc1206_chrX",51,"slc1206_chrX",1,0,0,0.86,0.14,0.804,41,0.902,46,0.745,38,1
"297","hsa-let-7c","DDX26B","slc1206_chrX",51,"slc1206_chrX",1,0,0,0.86,0.14,0.804,41,0.902,46,0.745,38,1
"298","hsa-let-7d","DDX26B","slc1206_chrX",51,"slc1206_chrX",1,0,0,0.86,0.14,0.804,41,0.902,46,0.745,38,1
"299","hsa-let-7e","DDX26B","slc1206_chrX",51,"slc1206_chrX",1,0,0,0.86,0.14,0.804,41,0.902,46,0.745,38,1
"300","hsa-let-7f","DDX26B","slc1206_chrX",51,"slc1206_chrX",1,0,0,0.86,0.14,0.804,41,0.902,46,0.745,38,1
"301","hsa-let-7g","DDX26B","slc1206_chrX",51,"slc1206_chrX",1,0,0,0.86,0.14,0.804,41,0.902,46,0.745,38,1
"302","hsa-let-7i","DDX26B","slc1206_chrX",51,"slc1206_chrX",1,0,0,0.86,0.14,0.804,41,0.902,46,0.745,38,1
"303","hsa-miR-98","DDX26B","slc1206_chrX",51,"slc1206_chrX",1,0,0,0.86,0.14,0.804,41,0.902,46,0.745,38,1
"304","hsa-let-7a","CRAMP1L","slc120_chr16",8,"slc120_chr16",0,1,0,1,0,1,8,1,8,1,8,1
"305","hsa-let-7b","CRAMP1L","slc120_chr16",8,"slc120_chr16",0,1,0,1,0,1,8,1,8,1,8,1
"306","hsa-let-7c","CRAMP1L","slc120_chr16",8,"slc120_chr16",0,1,0,1,0,1,8,1,8,1,8,1
"307","hsa-let-7d","CRAMP1L","slc120_chr16",8,"slc120_chr16",0,1,0,1,0,1,8,1,8,1,8,1
"308","hsa-let-7e","CRAMP1L","slc120_chr16",8,"slc120_chr16",0,1,0,1,0,1,8,1,8,1,8,1
"309","hsa-let-7f","CRAMP1L","slc120_chr16",8,"slc120_chr16",0,1,0,1,0,1,8,1,8,1,8,1
"310","hsa-let-7g","CRAMP1L","slc120_chr16",8,"slc120_chr16",0,1,0,1,0,1,8,1,8,1,8,1
"311","hsa-let-7i","CRAMP1L","slc120_chr16",8,"slc120_chr16",0,1,0,1,0,1,8,1,8,1,8,1
"312","hsa-miR-98","CRAMP1L","slc120_chr16",8,"slc120_chr16",0,1,0,1,0,1,8,1,8,1,8,1
"313","hsa-miR-181a","MINK1","slc120_chr17",7,"slc120_chr17",1,0,0,0.92,0.08,1,7,0.857,6,0.857,6,2
"314","hsa-miR-181b","MINK1","slc120_chr17",7,"slc120_chr17",1,0,0,0.92,0.08,1,7,0.857,6,0.857,6,2
"318","hsa-miR-103","ANKIB1","slc1214_chr7",33,"slc1214_chr7",0,1,0,1,0,0.879,29,0.939,31,0.848,28,3
"319","hsa-miR-107","ANKIB1","slc1214_chr7",33,"slc1214_chr7",0,1,0,1,0,0.879,29,0.939,31,0.848,28,3
"320","hsa-miR-16","ANKIB1","slc1214_chr7",33,"slc1214_chr7",0,1,0,1,0,0.879,29,0.939,31,0.848,28,3
"321","hsa-miR-424","ANKIB1","slc1214_chr7",33,"slc1214_chr7",0,1,0,1,0,0.879,29,0.939,31,0.848,28,3
"324","hsa-miR-101","KIAA1586","slc1215_chr6",5,"slc1215_chr6",1,0,0,1,0,0.4,2,1,5,0.4,2,2
"328","hsa-miR-25","KIAA1632","slc1219_chr18",5,"slc1219_chr18",1,0,0,1,0,0.6,3,1,5,0.6,3,1
"329","hsa-miR-33a","TET2","slc1223_chr4",20,"slc1223_chr4",0,1,0,1,0,0.7,14,1,20,0.7,14,2
"330","hsa-miR-103","KIAA1958","slc1223_chr9",7,"slc1223_chr9",1,0,0,1,0,1,7,1,7,1,7,1
"331","hsa-miR-107","KIAA1958","slc1223_chr9",7,"slc1223_chr9",1,0,0,1,0,1,7,1,7,1,7,1
"332","hsa-miR-96","ANKIB1","slc1228_chr7",24,"slc1228_chr7",1,0,0,1,0,1,24,0.917,22,0.917,22,2
"333","hsa-miR-103","PCNX","slc1231_chr14",5,"slc1231_chr14",0,1,0,1,0,1,5,0.8,4,0.8,4,3
"334","hsa-miR-107","PCNX","slc1231_chr14",5,"slc1231_chr14",0,1,0,1,0,1,5,0.8,4,0.8,4,3
"335","hsa-miR-26a","TET2","slc1233_chr4",10,"slc1233_chr4",1,0,0,1,0,0.9,9,0.9,9,0.8,8,5
"336","hsa-miR-26b","TET2","slc1233_chr4",10,"slc1233_chr4",1,0,0,1,0,0.9,9,0.9,9,0.8,8,5
"337","hsa-miR-182","ZNF451","slc1233_chr6",5,"slc1233_chr6",1,0,0,0.33,0.67,1,5,1,5,1,5,1
"338","hsa-miR-23a","PARD6B","slc1239_chr20",139,"slc1239_chr20",1,0,0,0.67,0.33,0.914,127,0.892,124,0.827,115,13
"339","hsa-miR-23b","PARD6B","slc1239_chr20",139,"slc1239_chr20",1,0,0,0.67,0.33,0.914,127,0.892,124,0.827,115,13
"342","hsa-miR-22","9-Mar","slc1240_chr12",5,"slc1240_chr12",0,1,0,1,0,0.8,4,0.8,4,0.6,3,3
"343","hsa-miR-320a","GATAD1","slc1240_chr7",56,"slc1240_chr7",1,0,0,1,0,0.857,48,0.982,55,0.857,48,4
"344","hsa-miR-106b","ZDHHC20","slc1241_chr13",57,"slc1241_chr13",1,0,0,0.75,0.25,0.754,43,0.947,54,0.719,41,4
"345","hsa-miR-17","ZDHHC20","slc1241_chr13",57,"slc1241_chr13",1,0,0,0.75,0.25,0.754,43,0.947,54,0.719,41,4
"346","hsa-miR-93","ZDHHC20","slc1241_chr13",57,"slc1241_chr13",1,0,0,0.75,0.25,0.754,43,0.947,54,0.719,41,4
"349","hsa-miR-141","ZNF267","slc1245_chr16",10,"slc1245_chr16",0,1,0,1,0,1,10,1,10,1,10,1
"350","hsa-miR-200a","ZNF267","slc1245_chr16",10,"slc1245_chr16",0,1,0,1,0,1,10,1,10,1,10,1
"352","hsa-miR-106b","PARD6B","slc1248_chr20",303,"slc1248_chr20",1,0,0,0.67,0.33,0.977,296,0.977,296,0.957,290,8
"353","hsa-miR-17","PARD6B","slc1248_chr20",303,"slc1248_chr20",1,0,0,0.67,0.33,0.977,296,0.977,296,0.957,290,8
"354","hsa-miR-93","PARD6B","slc1248_chr20",303,"slc1248_chr20",1,0,0,0.67,0.33,0.977,296,0.977,296,0.957,290,8
"355","hsa-miR-200b","HDHD2","slc1250_chr18",5,"slc1250_chr18",1,0,0,1,0,0.8,4,1,5,0.8,4,1
"356","hsa-miR-200c","HDHD2","slc1250_chr18",5,"slc1250_chr18",1,0,0,1,0,0.8,4,1,5,0.8,4,1
"357","hsa-miR-33a","PARD6B","slc1250_chr20",91,"slc1250_chr20",1,0,0,0.67,0.33,0.945,86,0.813,74,0.791,72,20
"358","hsa-miR-320a","ZNF267","slc1257_chr16",91,"slc1257_chr16",1,0,0,1,0,0.923,84,0.934,85,0.857,78,6
"359","hsa-miR-16","ZNF267","slc1257_chr16",91,"slc1257_chr16",1,0,0,1,0,0.923,84,0.934,85,0.857,78,6
"360","hsa-miR-424","ZNF267","slc1257_chr16",91,"slc1257_chr16",1,0,0,1,0,0.923,84,0.934,85,0.857,78,6
"361","hsa-miR-186","IER3IP1","slc1257_chr18",12,"slc1257_chr18",1,0,0,1,0,0.917,11,0.833,10,0.75,9,1
"362","hsa-miR-182","XBP1","slc1257_chr22",9,"slc1257_chr22",0.83,0.17,0,0.97,0.03,1,9,0.889,8,0.889,8,4
"363","hsa-miR-196a","PARD6B","slc1259_chr20",9,"slc1259_chr20",1,0,0,0.67,0.33,0.333,3,0.556,5,0.333,3,5
"364","hsa-let-7a","PARD6B","slc1259_chr20",9,"slc1259_chr20",1,0,0,0.67,0.33,0.333,3,0.556,5,0.333,3,5
"365","hsa-let-7b","PARD6B","slc1259_chr20",9,"slc1259_chr20",1,0,0,0.67,0.33,0.333,3,0.556,5,0.333,3,5
"366","hsa-let-7c","PARD6B","slc1259_chr20",9,"slc1259_chr20",1,0,0,0.67,0.33,0.333,3,0.556,5,0.333,3,5
"367","hsa-let-7d","PARD6B","slc1259_chr20",9,"slc1259_chr20",1,0,0,0.67,0.33,0.333,3,0.556,5,0.333,3,5
"368","hsa-let-7e","PARD6B","slc1259_chr20",9,"slc1259_chr20",1,0,0,0.67,0.33,0.333,3,0.556,5,0.333,3,5
"369","hsa-let-7f","PARD6B","slc1259_chr20",9,"slc1259_chr20",1,0,0,0.67,0.33,0.333,3,0.556,5,0.333,3,5
"370","hsa-let-7g","PARD6B","slc1259_chr20",9,"slc1259_chr20",1,0,0,0.67,0.33,0.333,3,0.556,5,0.333,3,5
"371","hsa-let-7i","PARD6B","slc1259_chr20",9,"slc1259_chr20",1,0,0,0.67,0.33,0.333,3,0.556,5,0.333,3,5
"372","hsa-miR-98","PARD6B","slc1259_chr20",9,"slc1259_chr20",1,0,0,0.67,0.33,0.333,3,0.556,5,0.333,3,5
"373","hsa-miR-200b","ATXN7","slc1259_chr3",11,"slc1259_chr3",0,1,0,1,0,0.727,8,0.727,8,0.636,7,2
"374","hsa-miR-200c","ATXN7","slc1259_chr3",11,"slc1259_chr3",0,1,0,1,0,0.727,8,0.727,8,0.636,7,2
"375","hsa-miR-26a","FAM98B","slc125_chr15",6,"slc125_chr15",1,0,0,1,0,1,6,0.5,3,0.5,3,2
"376","hsa-miR-26b","FAM98B","slc125_chr15",6,"slc125_chr15",1,0,0,1,0,1,6,0.5,3,0.5,3,2
"377","hsa-miR-21*","SETD5","slc125_chr3",12,"slc125_chr3",1,0,0,0.92,0.08,0.833,10,0.833,10,0.75,9,3
"378","hsa-miR-374a","CMPK1","slc1260_chr1",32,"slc1260_chr1",1,0,0,1,0,0.875,28,1,32,0.875,28,7
"379","hsa-miR-374b","CMPK1","slc1260_chr1",32,"slc1260_chr1",1,0,0,1,0,0.875,28,1,32,0.875,28,7
"380","hsa-miR-27a","PARD6B","slc1264_chr20",70,"slc1264_chr20",1,0,0,0.67,0.33,0.914,64,0.714,50,0.629,44,7
"381","hsa-miR-27b","PARD6B","slc1264_chr20",70,"slc1264_chr20",1,0,0,0.67,0.33,0.914,64,0.714,50,0.629,44,7
"382","hsa-miR-200b","PARD6B","slc1265_chr20",417,"slc1265_chr20",1,0,0,0.58,0.42,0.784,327,0.835,348,0.64,267,34
"383","hsa-miR-200c","PARD6B","slc1265_chr20",417,"slc1265_chr20",1,0,0,0.58,0.42,0.784,327,0.835,348,0.64,267,34
"384","hsa-miR-374a","PARD6B","slc1265_chr20",417,"slc1265_chr20",1,0,0,0.58,0.42,0.784,327,0.835,348,0.64,267,34
"385","hsa-miR-374b","PARD6B","slc1265_chr20",417,"slc1265_chr20",1,0,0,0.58,0.42,0.784,327,0.835,348,0.64,267,34
"386","hsa-miR-7","SMAD2","slc1267_chr18",5,"slc1267_chr18",1,0,0,1,0,1,5,1,5,1,5,1
"387","hsa-miR-23a","DCP2","slc1268_chr5",29,"slc1268_chr5",1,0,0,1,0,0.931,27,1,29,0.931,27,4
"388","hsa-miR-23b","DCP2","slc1268_chr5",29,"slc1268_chr5",1,0,0,1,0,0.931,27,1,29,0.931,27,4
"389","hsa-miR-24","SCML1","slc126_chrX",17,"slc126_chrX",1,0,0,1,0,0.824,14,1,17,0.824,14,9
"390","hsa-miR-7","USP15","slc1270_chr12",16,"slc1270_chr12",0,1,0,1,0,0.688,11,1,16,0.688,11,2
"391","hsa-miR-26a","SACS","slc1270_chr13",11,"slc1270_chr13",1,0,0,0.5,0.5,0.364,4,0.909,10,0.364,4,2
"392","hsa-miR-26b","SACS","slc1270_chr13",11,"slc1270_chr13",1,0,0,0.5,0.5,0.364,4,0.909,10,0.364,4,2
"393","hsa-miR-200b","DPY19L3","slc1270_chr19",5,"slc1270_chr19",0,1,0,1,0,1,5,1,5,1,5,1
"394","hsa-miR-200c","DPY19L3","slc1270_chr19",5,"slc1270_chr19",0,1,0,1,0,1,5,1,5,1,5,1
"395","hsa-miR-193a-3p","DCP2","slc1272_chr5",19,"slc1272_chr5",1,0,0,1,0,1,19,0.842,16,0.842,16,2
"396","hsa-miR-193b","DCP2","slc1272_chr5",19,"slc1272_chr5",1,0,0,1,0,1,19,0.842,16,0.842,16,2
"397","hsa-miR-7","DCP2","slc1272_chr5",19,"slc1272_chr5",1,0,0,1,0,1,19,0.842,16,0.842,16,2
"398","hsa-miR-196a","DCP2","slc1280_chr5",52,"slc1280_chr5",1,0,0,1,0,0.865,45,0.923,48,0.808,42,5
"399","hsa-miR-203","DCP2","slc1280_chr5",52,"slc1280_chr5",1,0,0,1,0,0.865,45,0.923,48,0.808,42,5
"400","hsa-miR-23a","SEC24B","slc1282_chr4",11,"slc1282_chr4",0,1,0,1,0,1,11,1,11,1,11,1
"401","hsa-miR-23b","SEC24B","slc1282_chr4",11,"slc1282_chr4",0,1,0,1,0,1,11,1,11,1,11,1
"402","hsa-miR-16","USP15","slc1286_chr12",14,"slc1286_chr12",1,0,0,1,0,0.643,9,1,14,0.643,9,6
"403","hsa-miR-424","USP15","slc1286_chr12",14,"slc1286_chr12",1,0,0,1,0,0.643,9,1,14,0.643,9,6
"404","hsa-let-7a","PTPRO","slc128_chrM",37,"slc128_chrM",0,1,0,1,0,0.757,28,0.486,18,0.378,14,7
"405","hsa-let-7b","PTPRO","slc128_chrM",37,"slc128_chrM",0,1,0,1,0,0.757,28,0.486,18,0.378,14,7
"406","hsa-let-7c","PTPRO","slc128_chrM",37,"slc128_chrM",0,1,0,1,0,0.757,28,0.486,18,0.378,14,7
"407","hsa-let-7d","PTPRO","slc128_chrM",37,"slc128_chrM",0,1,0,1,0,0.757,28,0.486,18,0.378,14,7
"408","hsa-let-7e","PTPRO","slc128_chrM",37,"slc128_chrM",0,1,0,1,0,0.757,28,0.486,18,0.378,14,7
"409","hsa-let-7f","PTPRO","slc128_chrM",37,"slc128_chrM",0,1,0,1,0,0.757,28,0.486,18,0.378,14,7
"410","hsa-let-7g","PTPRO","slc128_chrM",37,"slc128_chrM",0,1,0,1,0,0.757,28,0.486,18,0.378,14,7
"411","hsa-let-7i","PTPRO","slc128_chrM",37,"slc128_chrM",0,1,0,1,0,0.757,28,0.486,18,0.378,14,7
"412","hsa-miR-98","PTPRO","slc128_chrM",37,"slc128_chrM",0,1,0,1,0,0.757,28,0.486,18,0.378,14,7
"413","hsa-miR-141","DCP2","slc1290_chr5",16,"slc1290_chr5",1,0,0,1,0,0.812,13,0.688,11,0.562,9,1
"414","hsa-miR-200a","DCP2","slc1290_chr5",16,"slc1290_chr5",1,0,0,1,0,0.812,13,0.688,11,0.562,9,1
"415","hsa-miR-19a","RNF11","slc1292_chr1",8,"slc1292_chr1",1,0,0,1,0,0.75,6,0.625,5,0.375,3,2
"416","hsa-miR-19b","RNF11","slc1292_chr1",8,"slc1292_chr1",1,0,0,1,0,0.75,6,0.625,5,0.375,3,2
"417","hsa-miR-106b","KCMF1","slc1292_chr2",14,"slc1292_chr2",0,1,0,1,0,0.929,13,0.929,13,0.857,12,1
"418","hsa-miR-17","KCMF1","slc1292_chr2",14,"slc1292_chr2",0,1,0,1,0,0.929,13,0.929,13,0.857,12,1
"419","hsa-miR-93","KCMF1","slc1292_chr2",14,"slc1292_chr2",0,1,0,1,0,0.929,13,0.929,13,0.857,12,1
"420","hsa-miR-16","SMAD7","slc1295_chr18",63,"slc1295_chr18",1,0,0,1,0,0.587,37,0.952,60,0.556,35,6
"421","hsa-miR-424","SMAD7","slc1295_chr18",63,"slc1295_chr18",1,0,0,1,0,0.587,37,0.952,60,0.556,35,6
"422","hsa-miR-196a","THOC5","slc1295_chr22",5,"slc1295_chr22",0,1,0,1,0,0.4,2,1,5,0.4,2,1
"423","hsa-let-7a","THOC5","slc1295_chr22",5,"slc1295_chr22",0,1,0,1,0,0.4,2,1,5,0.4,2,1
"424","hsa-let-7b","THOC5","slc1295_chr22",5,"slc1295_chr22",0,1,0,1,0,0.4,2,1,5,0.4,2,1
"425","hsa-let-7c","THOC5","slc1295_chr22",5,"slc1295_chr22",0,1,0,1,0,0.4,2,1,5,0.4,2,1
"426","hsa-let-7d","THOC5","slc1295_chr22",5,"slc1295_chr22",0,1,0,1,0,0.4,2,1,5,0.4,2,1
"427","hsa-let-7e","THOC5","slc1295_chr22",5,"slc1295_chr22",0,1,0,1,0,0.4,2,1,5,0.4,2,1
"428","hsa-let-7f","THOC5","slc1295_chr22",5,"slc1295_chr22",0,1,0,1,0,0.4,2,1,5,0.4,2,1
"429","hsa-let-7g","THOC5","slc1295_chr22",5,"slc1295_chr22",0,1,0,1,0,0.4,2,1,5,0.4,2,1
"430","hsa-let-7i","THOC5","slc1295_chr22",5,"slc1295_chr22",0,1,0,1,0,0.4,2,1,5,0.4,2,1
