#Raw,mRNA clone number,cluster name,3'UTR,CDS,5'UTR,EXONIC,INTRONIC,G-1 Fraction,G-1 Freq,T2C Fraction,T2C Freq,T2C and G-1 Fraction,T2C and G-1 Freq,#T2C positions
312,52,slc13_chr1,NULL,NULL,NULL,0,1,0.981,51,0,0,0,0,0
313,52,slc1316_chr15,0,0,1,0.67,0.33,0,0,0,0,0,0,0
314,52,slc1280_chr5,1,0,0,1,0,0.865,45,0.923,48,0.808,42,5
315,51,slc874_chr16,1,0,0,0.88,0.12,0.941,48,0.98,50,0.922,47,8
316,51,slc3570_chr14,NULL,NULL,NULL,1,0,0.824,42,0.843,43,0.667,34,1
317,51,slc2897_chr14,1,0,0,1,0,0.941,48,0.941,48,0.902,46,9
318,51,slc2604_chr1,1,0,0,0.61,0.39,0.922,47,0.706,36,0.627,32,19
319,51,slc2565_chr6,1,0,0,1,0,0.804,41,0.941,48,0.745,38,3
320,51,slc2395_chr1,1,0,0,1,0,0.98,50,0.941,48,0.922,47,3
321,51,slc1920_chr19,0,1,0,1,0,0.922,47,0.98,50,0.902,46,3
322,51,slc1424_chr3,1,0,0,1,0,1,51,0.922,47,0.922,47,3
323,51,slc1206_chrX,1,0,0,0.86,0.14,0.804,41,0.902,46,0.745,38,1
324,50,slc4389_chr8,NULL,NULL,NULL,1,0,0.26,13,0.82,41,0.24,12,2
325,50,slc3523_chr11,NULL,NULL,NULL,0.18,0.82,1,50,0.58,29,0.58,29,2
326,50,slc3480_chr9,NULL,NULL,NULL,0,1,0,0,0,0,0,0,0
327,50,slc3375_chr12,1,0,0,0.92,0.08,0.84,42,0.9,45,0.8,40,13
328,50,slc3213_chr14,1,0,0,0.75,0.25,0.56,28,0.82,41,0.48,24,6
329,50,slc2944_chr6,0,1,0,1,0,0.98,49,0.88,44,0.86,43,2
330,50,slc2760_chr10,1,0,0,1,0,0.84,42,0.86,43,0.8,40,9
331,50,slc2683_chr20,1,0,0,1,0,0.96,48,0.9,45,0.86,43,4
332,50,slc23_chrM,0,1,0,0.9,0.1,0.82,41,0.22,11,0.12,6,6
333,49,slc973_chr12,1,0,0,1,0,0.98,48,0.878,43,0.857,42,3
334,49,slc956_chr2,1,0,0,0.86,0.14,0.939,46,0.939,46,0.878,43,7
335,49,slc702_chr3,1,0,0,1,0,0.878,43,0.878,43,0.776,38,3
336,49,slc67_chrM,0.8,0.2,0,0.6,0.4,0.837,41,0.204,10,0.184,9,4
337,49,slc5205_chr2,1,0,0,0.91,0.09,0.857,42,0.918,45,0.796,39,5
338,49,slc493_chr13,1,0,0,1,0,1,49,0.959,47,0.959,47,1
339,49,slc4073_chr14,1,0,0,1,0,0.735,36,0.816,40,0.633,31,8
340,49,slc2187_chr11,1,0,0,1,0,0.918,45,0.98,48,0.898,44,1
341,49,slc1939_chr3,1,0,0,1,0,0.959,47,0.714,35,0.694,34,3
342,49,slc1616_chr16,0,1,0,1,0,0.98,48,0.959,47,0.939,46,5
343,48,slc3637_chr10,1,0,0,1,0,0.667,32,0.75,36,0.458,22,9
344,48,slc332_chr17,1,0,0,0.75,0.25,0.979,47,0.917,44,0.896,43,5
345,48,slc2440_chr15,1,0,0,1,0,0.938,45,0.854,41,0.812,39,4
346,48,slc1405_chr7,0,1,0,1,0,0.979,47,0.771,37,0.75,36,1
347,47,slc848_chr3,1,0,0,1,0,0.787,37,0.851,40,0.702,33,3
348,47,slc3211_chr14,1,0,0,0.75,0.25,0.957,45,0.957,45,0.915,43,1
349,47,slc2620_chr9,1,0,0,1,0,0.915,43,0.936,44,0.851,40,4
350,47,slc2297_chr16,1,0,0,1,0,0.681,32,0.894,42,0.66,31,2
351,47,slc1969_chr19,0.75,0.25,0,0.83,0.17,0.936,44,0.979,46,0.915,43,1
352,46,slc959_chr5,1,0,0,1,0,0.957,44,0.826,38,0.783,36,4
353,46,slc5983_chr3,0.06,0.94,0,0.85,0.15,0.065,3,0,0,0,0,0
354,46,slc3986_chr16,0,1,0,1,0,0.978,45,0.848,39,0.848,39,2
355,46,slc334_chr18,1,0,0,1,0,0.891,41,0.957,44,0.87,40,3
356,46,slc2408_chr20,0.17,0.83,0,1,0,0.935,43,0.891,41,0.848,39,3
357,46,slc20_chrM,0.62,0,0.38,1,0,0.348,16,0.478,22,0.174,8,6
358,46,slc1824_chr6,NULL,NULL,NULL,0,1,0.63,29,0.935,43,0.609,28,4
359,46,slc1461_chr20,1,0,0,0.9,0.1,0.913,42,0.978,45,0.891,41,4
360,46,slc1368_chrX,1,0,0,1,0,0.891,41,0.935,43,0.848,39,3
361,46,slc1315_chr2,1,0,0,1,0,0.935,43,0.652,30,0.587,27,5
362,46,slc1260_chr20,1,0,0,0.67,0.33,0.826,38,0.87,40,0.783,36,6
363,45,slc862_chr16,0,1,0,1,0,0.911,41,0.978,44,0.889,40,6
364,45,slc749_chr9,0,1,0,0.99,0.01,0.8,36,0.889,40,0.689,31,6
365,45,slc631_chr20,1,0,0,0.86,0.14,0.978,44,0.8,36,0.8,36,4
366,45,slc5263_chr11,NULL,NULL,NULL,0,1,0,0,0,0,0,0,0
367,45,slc4_chr3,NULL,NULL,NULL,0,1,0.578,26,0,0,0,0,0
368,45,slc3845_chr6,1,0,0,1,0,0.8,36,0.733,33,0.578,26,6
369,45,slc3605_chr3,1,0,0,1,0,0.956,43,0.978,44,0.956,43,2
370,45,slc3412_chr8,1,0,0,1,0,1,45,0.978,44,0.978,44,3
371,45,slc3129_chr7,0.05,0.95,0,NULL,NULL,0.311,14,0,0,0,0,0
372,45,slc2921_chr7,0,1,0,0.85,0.15,0.911,41,0.933,42,0.844,38,5
373,45,slc2895_chr1,0.18,0.82,0,0.95,0.05,0.933,42,1,45,0.933,42,1
374,45,slc2877_chr7,0,1,0,0.98,0.02,0.956,43,0.089,4,0.089,4,4
375,45,slc2663_chr7,0,1,0,1,0,0.978,44,1,45,0.978,44,1
376,45,slc2413_chr7,1,0,0,1,0,0.956,43,0.956,43,0.911,41,2
377,45,slc2337_chr7,1,0,0,0.5,0.5,0.867,39,0.933,42,0.8,36,3
378,45,slc2127_chr2,1,0,0,1,0,0.8,36,0.956,43,0.756,34,3
379,45,slc1776_chr2,1,0,0,1,0,0.778,35,0.867,39,0.711,32,4
380,45,slc1296_chr6,0,0,1,1,0,0.911,41,0.689,31,0.622,28,7
381,44,slc978_chr6,1,0,0,1,0,0.705,31,0.909,40,0.682,30,4
382,44,slc9139_chr1,NULL,NULL,NULL,1,0,0.364,16,0.977,43,0.341,15,4
383,44,slc5991_chr3,0,1,0,0.91,0.09,0.114,5,0,0,0,0,0
384,44,slc4410_chr16,1,0,0,1,0,0.909,40,0.977,43,0.886,39,12
385,44,slc4409_chr11,1,0,0,1,0,1,44,0.955,42,0.955,42,2
386,44,slc2378_chrX,0,1,0,1,0,0.841,37,0.955,42,0.795,35,4
387,44,slc1547_chr15,1,0,0,1,0,0,0,0.023,1,0,0,1
388,43,slc5943_chr3,1,0,0,0.6,0.4,0.93,40,0.977,42,0.93,40,2
389,43,slc3454_chr5,1,0,0,1,0,0.721,31,0.837,36,0.558,24,2
390,43,slc3206_chr11,1,0,0,1,0,0.93,40,0.953,41,0.907,39,4
391,43,slc2653_chr5,1,0,0,1,0,0.93,40,0.907,39,0.837,36,2
392,43,slc2633_chr1,1,0,0,0.44,0.56,0.698,30,0.93,40,0.674,29,3
393,43,slc2609_chr1,1,0,0,0.61,0.39,0.884,38,0.767,33,0.698,30,4
394,43,slc2409_chr1,1,0,0,1,0,0.791,34,0.977,42,0.791,34,2
395,43,slc2212_chr3,1,0,0,1,0,0.721,31,0.837,36,0.605,26,12
396,43,slc1818_chr16,1,0,0,1,0,0.907,39,0.953,41,0.884,38,6
397,43,slc1704_chr2,1,0,0,0.9,0.1,0.977,42,0.977,42,0.953,41,5
398,43,slc141_chrX,NULL,NULL,NULL,0,1,0,0,0,0,0,0,0
399,43,slc1133_chr11,0,1,0,1,0,0.744,32,0.907,39,0.674,29,4
400,42,slc8451_chr1,1,0,0,1,0,0.929,39,0.881,37,0.81,34,3
401,42,slc79_chr11,0,1,0,1,0,0.905,38,0.929,39,0.833,35,4
402,42,slc731_chr11,1,0,0,1,0,1,42,0.952,40,0.952,40,2
403,42,slc6592_chr1,0,1,0,NULL,NULL,0.952,40,0,0,0,0,0
404,42,slc5040_chr3,1,0,0,1,0,0.857,36,0.905,38,0.786,33,2
405,42,slc46_chrM,NULL,NULL,NULL,0.67,0.33,0.786,33,0.262,11,0.167,7,7
406,42,slc4621_chr17,1,0,0,1,0,0.976,41,0.952,40,0.929,39,2
407,42,slc4427_chr6,NULL,NULL,NULL,0,1,0.595,25,0.905,38,0.5,21,3
408,42,slc4207_chr9,NULL,NULL,NULL,0.67,0.33,0.881,37,1,42,0.881,37,5
409,42,slc4156_chr11,1,0,0,1,0,0.881,37,0.881,37,0.762,32,3
410,42,slc3465_chr11,1,0,0,0.8,0.2,0.976,41,0.929,39,0.905,38,2
411,42,slc2793_chr20,1,0,0,1,0,0.619,26,0.929,39,0.571,24,4
412,42,slc1881_chr12,1,0,0,1,0,0.952,40,0.976,41,0.929,39,2
413,42,slc1627_chr3,NULL,NULL,NULL,0,1,1,42,0,0,0,0,0
414,42,slc1328_chr20,1,0,0,1,0,0.905,38,0.976,41,0.881,37,4
415,42,slc1082_chr20,1,0,0,1,0,0.976,41,0.905,38,0.881,37,2
416,41,slc885_chr8,1,0,0,1,0,0.927,38,0.78,32,0.732,30,6
417,41,slc8829_chr1,0,0,1,0.92,0.08,0,0,0,0,0,0,0
418,41,slc776_chr4,NULL,NULL,NULL,1,0,0.171,7,0.707,29,0.171,7,1
419,41,slc50_chrM,1,0,0,0.53,0.47,0.927,38,0.317,13,0.293,12,7
420,41,slc3906_chr6,1,0,0,1,0,0.829,34,0.976,40,0.805,33,4
421,41,slc3157_chr9,1,0,0,0.8,0.2,0.951,39,0.927,38,0.902,37,4
422,41,slc133_chrM,0,1,0,1,0,0.756,31,0.268,11,0.22,9,8
423,41,slc1191_chr5,NULL,NULL,NULL,1,0,0.61,25,0.854,35,0.561,23,2
424,40,slc814_chr2,1,0,0,1,0,0.675,27,0.925,37,0.65,26,3
425,40,slc4068_chr7,1,0,0,1,0,0.85,34,0.775,31,0.675,27,6
426,40,slc4006_chr11,1,0,0,1,0,1,40,0.975,39,0.975,39,3
427,40,slc3804_chr11,NULL,NULL,NULL,0.5,0.5,0.975,39,0,0,0,0,0
428,40,slc3545_chr8,0.09,0.91,0,NULL,NULL,0.4,16,0,0,0,0,0
429,40,slc3493_chr1,1,0,0,1,0,0.825,33,1,40,0.825,33,3
430,40,slc316_chr9,NULL,NULL,NULL,1,0,0.95,38,0.925,37,0.875,35,4
431,40,slc2769_chr4,1,0,0,1,0,1,40,0.9,36,0.9,36,1
432,40,slc2373_chr1,1,0,0,1,0,0.925,37,1,40,0.925,37,3
433,40,slc2255_chr15,1,0,0,1,0,0.925,37,0.95,38,0.875,35,5
434,40,slc2229_chr8,1,0,0,1,0,0.9,36,0.9,36,0.825,33,4
435,40,slc1644_chr5,1,0,0,1,0,0.875,35,1,40,0.875,35,5
436,39,slc9_chr20,1,0,0,1,0,0.462,18,0.923,36,0.436,17,6
437,39,slc930_chr2,NULL,NULL,NULL,0.36,0.64,0.974,38,0.846,33,0.821,32,3
438,39,slc765_chr2,1,0,0,1,0,0.949,37,1,39,0.949,37,2
439,39,slc3728_chr16,NULL,NULL,NULL,0,1,0.385,15,0,0,0,0,0
440,39,slc369_chr2,1,0,0,1,0,1,39,0.949,37,0.949,37,2
441,39,slc3133_chr2,1,0,0,1,0,0.923,36,1,39,0.923,36,1
442,39,slc2595_chr7,1,0,0,1,0,0.974,38,0.974,38,0.949,37,3
443,39,slc2434_chr19,0.8,0.2,0,1,0,0.897,35,0.923,36,0.872,34,3
444,39,slc2374_chr1,1,0,0,1,0,0.974,38,0.949,37,0.949,37,3
445,39,slc1955_chr2,1,0,0,1,0,0.949,37,0.974,38,0.923,36,4
446,39,slc1879_chr17,1,0,0,1,0,0.769,30,0.897,35,0.667,26,6
447,39,slc1635_chr11,1,0,0,0.83,0.17,0.897,35,0.692,27,0.615,24,4
448,39,slc1542_chr9,1,0,0,1,0,0.795,31,0.949,37,0.769,30,3
449,39,slc148_chrM,0,0.05,0.95,1,0,0.923,36,0.41,16,0.41,16,10
450,39,slc1179_chr6,1,0,0,1,0,0.949,37,0.974,38,0.923,36,2
451,38,slc891_chr12,1,0,0,0.91,0.09,0.895,34,0.921,35,0.842,32,6
452,38,slc86_chr17,0,1,0,0.92,0.08,0.5,19,0.474,18,0.184,7,1
453,38,slc8553_chr1,0.67,0.33,0,1,0,0.921,35,0.868,33,0.789,30,3
454,38,slc845_chr12,1,0,0,1,0,0.421,16,0.895,34,0.395,15,2
455,38,slc8267_chr1,0,0.88,0.12,0.89,0.11,0.921,35,0.684,26,0.684,26,9
456,38,slc5987_chr3,0.09,0.87,0.04,0.95,0.05,0.421,16,0,0,0,0,0
457,38,slc5532_chr12,1,0,0,0.83,0.17,0.921,35,0.868,33,0.816,31,1
458,38,slc4560_chr2,0,1,0,1,0,0.974,37,0.974,37,0.947,36,3
459,38,slc4452_chr1,1,0,0,1,0,0.737,28,0.974,37,0.737,28,1
460,38,slc4282_chr6,1,0,0,0,1,0,0,0,0,0,0,0
461,38,slc3692_chr4,1,0,0,1,0,0.974,37,0.947,36,0.921,35,3
462,38,slc368_chr6,1,0,0,1,0,0.842,32,0.816,31,0.711,27,6
463,38,slc3396_chr9,1,0,0,0.8,0.2,0.947,36,0.947,36,0.895,34,3
464,38,slc3341_chr9,NULL,NULL,NULL,0,1,0,0,0,0,0,0,0
465,38,slc3125_chr11,1,0,0,1,0,0.868,33,0.974,37,0.868,33,2
466,38,slc2948_chr10,1,0,0,1,0,0.947,36,1,38,0.947,36,1
467,38,slc2833_chr1,1,0,0,1,0,0.868,33,0.974,37,0.842,32,3
468,38,slc2650_chrX,1,0,0,1,0,1,38,1,38,1,38,2
469,38,slc2549_chr17,1,0,0,1,0,0.974,37,0.605,23,0.579,22,6
470,38,slc1785_chr20,1,0,0,1,0,1,38,0.921,35,0.921,35,3
471,38,slc123_chr3,0.97,0.03,0,0.92,0.08,0.974,37,0.921,35,0.895,34,4
472,38,slc1043_chr5,1,0,0,1,0,0.921,35,1,38,0.921,35,2
473,37,slc500_chr19,1,0,0,0.62,0.38,1,37,0.865,32,0.865,32,5
474,37,slc4439_chr17,1,0,0,1,0,0.919,34,0.973,36,0.892,33,3
475,37,slc333_chr17,1,0,0,0.75,0.25,0.973,36,0.351,13,0.324,12,2
476,37,slc3212_chr5,0,1,0,1,0,0.946,35,1,37,0.946,35,2
477,37,slc3050_chr16,1,0,0,1,0,0.946,35,0.973,36,0.919,34,3
478,37,slc299_chr12,1,0,0,1,0,0.622,23,0.946,35,0.595,22,3
479,37,slc2919_chr1,1,0,0,1,0,0.919,34,0.892,33,0.811,30,6
480,37,slc2804_chr14,NULL,NULL,NULL,0,1,1,37,1,37,1,37,1
481,37,slc2789_chr20,1,0,0,1,0,0.892,33,0.811,30,0.757,28,5
482,37,slc2777_chr5,1,0,0,1,0,1,37,0.703,26,0.703,26,3
483,37,slc265_chr6,1,0,0,1,0,0.838,31,0.892,33,0.73,27,3
484,37,slc2526_chr5,1,0,0,1,0,0.946,35,0.973,36,0.919,34,4
485,37,slc2472_chr20,1,0,0,0.71,0.29,1,37,1,37,1,37,4
486,37,slc222_chr20,1,0,0,1,0,0.541,20,0.973,36,0.541,20,2
487,37,slc2116_chr5,1,0,0,1,0,0.919,34,0.973,36,0.892,33,8
488,37,slc2033_chr13,NULL,NULL,NULL,0,1,0,0,1,37,0,0,1
489,37,slc1481_chr17,1,0,0,1,0,0.973,36,0.865,32,0.865,32,7
490,37,slc128_chrM,0,1,0,1,0,0.757,28,0.486,18,0.378,14,7
491,37,slc1234_chr8,NULL,NULL,NULL,0,1,0.514,19,0,0,0,0,0
492,36,slc769_chr2,1,0,0,1,0,0.889,32,0.917,33,0.806,29,3
493,36,slc7016_chr1,0,1,0,1,0,0.972,35,0.944,34,0.917,33,2
494,36,slc6601_chr1,1,0,0,0.75,0.25,0.944,34,0.972,35,0.917,33,1
495,36,slc4810_chr7,NULL,NULL,NULL,1,0,0.917,33,0.861,31,0.778,28,5
496,36,slc4462_chr6,1,0,0,1,0,0.944,34,0.972,35,0.917,33,2
497,36,slc3828_chr12,1,0,0,0.67,0.33,0.861,31,0.917,33,0.778,28,3
498,36,slc3807_chr4,1,0,0,0.92,0.08,0.917,33,0.944,34,0.861,31,4
499,36,slc3494_chr16,0,1,0,1,0,0.944,34,0.972,35,0.917,33,1
500,36,slc3044_chr5,1,0,0,0.4,0.6,0.972,35,0.917,33,0.889,32,9
501,36,slc232_chr5,1,0,0,1,0,0.972,35,0.944,34,0.917,33,3
502,36,slc2112_chr17,1,0,0,0.67,0.33,0.5,18,0.917,33,0.472,17,2
503,36,slc199_chr14,1,0,0,1,0,0.944,34,0.889,32,0.833,30,4
504,36,slc1535_chr9,1,0,0,1,0,0.972,35,0.944,34,0.917,33,2
505,36,slc1406_chr7,0,1,0,1,0,0.889,32,0.972,35,0.889,32,4
506,35,slc861_chr16,0,1,0,1,0,0.971,34,0.943,33,0.914,32,3
507,35,slc8450_chr1,1,0,0,1,0,0.971,34,0.943,33,0.943,33,6
508,35,slc738_chr22,NULL,NULL,NULL,0,1,1,35,0,0,0,0,0
509,35,slc6637_chr2,0.93,0,0.07,1,0,0.971,34,0.943,33,0.914,32,4
510,35,slc659_chr22,1,0,0,1,0,0.771,27,0.829,29,0.629,22,7
511,35,slc4975_chr12,0,0.75,0.25,1,0,0.943,33,0.971,34,0.943,33,3
512,35,slc4594_chr17,0,1,0,1,0,0.857,30,0.8,28,0.714,25,4
513,35,slc4122_chr5,1,0,0,1,0,0.771,27,1,35,0.771,27,3
514,35,slc3753_chr17,1,0,0,1,0,1,35,0.971,34,0.971,34,2
515,35,slc3269_chr8,1,0,0,1,0,0.943,33,0.971,34,0.914,32,1
516,35,slc2768_chr3,0,1,0,0.6,0.4,0.914,32,1,35,0.914,32,4
517,35,slc2553_chr12,1,0,0,0.91,0.09,0.971,34,0.943,33,0.914,32,1
518,35,slc2114_chr19,1,0,0,1,0,0.6,21,0.914,32,0.543,19,6
519,35,slc1904_chr10,1,0,0,1,0,0.857,30,0.829,29,0.714,25,9
520,35,slc143_chr8,1,0,0,1,0,0.714,25,0.8,28,0.543,19,6
521,35,slc123_chrM,0,1,0,1,0,0.8,28,0.229,8,0.114,4,4
522,35,slc1172_chr2,0,1,0,1,0,0.971,34,1,35,0.971,34,2
523,34,slc95_chr9,1,0,0,1,0,0.971,33,1,34,0.971,33,4
524,34,slc77_chrM,0.81,0.19,0,0.7,0.3,0.853,29,0.088,3,0.059,2,3
525,34,slc730_chr11,1,0,0,1,0,0.824,28,0.941,32,0.765,26,2
526,34,slc562_chr19,1,0,0,1,0,1,34,0.971,33,0.971,33,2
527,34,slc4975_chr7,1,0,0,1,0,0.941,32,0.971,33,0.912,31,8
528,34,slc4450_chr16,1,0,0,1,0,0.971,33,0.853,29,0.824,28,7
529,34,slc3919_chr14,0,1,0,1,0,0.5,17,0.706,24,0.324,11,8
530,34,slc3844_chr3,1,0,0,1,0,1,34,0.853,29,0.853,29,2
531,34,slc3281_chr5,1,0,0,1,0,0.853,29,0.941,32,0.824,28,1
532,34,slc2969_chr5,1,0,0,1,0,1,34,1,34,1,34,3
533,34,slc2930_chr19,NULL,NULL,NULL,1,0,0.088,3,0,0,0,0,0
534,34,slc2842_chr15,1,0,0,1,0,0.912,31,1,34,0.912,31,6
535,34,slc1937_chr13,NULL,NULL,NULL,0,1,0,0,0,0,0,0,0
536,34,slc1641_chr2,1,0,0,1,0,0.971,33,1,34,0.971,33,3
537,34,slc1119_chr3,0,1,0,1,0,0.294,10,0,0,0,0,0
538,33,slc906_chr17,0,1,0,1,0,0.121,4,0.212,7,0.121,4,5
539,33,slc887_chr21,1,0,0,0.5,0.5,0.939,31,0.939,31,0.879,29,2
540,33,slc817_chr2,1,0,0,1,0,1,33,0.97,32,0.97,32,3
541,33,slc789_chr20,1,0,0,1,0,1,33,0.667,22,0.667,22,6
542,33,slc7581_chr1,1,0,0,0.78,0.22,1,33,0.848,28,0.848,28,4
543,33,slc7437_chr1,1,0,0,1,0,0.939,31,0.909,30,0.879,29,3
544,33,slc4845_chr12,0,1,0,0.83,0.17,0.818,27,0.879,29,0.727,24,2
545,33,slc4809_chr7,NULL,NULL,NULL,1,0,0.939,31,0.909,30,0.879,29,2
546,33,slc472_chr15,NULL,NULL,NULL,0,1,0,0,1,33,0,0,1
547,33,slc469_chr5,1,0,0,1,0,0.909,30,0.97,32,0.879,29,2
548,33,slc4507_chr7,1,0,0,1,0,0.818,27,0.909,30,0.727,24,3
549,33,slc4135_chr8,0,0.8,0.2,0.88,0.12,0.848,28,0.939,31,0.788,26,3
550,33,slc3619_chr9,0.11,0.89,0,1,0,0.879,29,0.909,30,0.818,27,4
551,33,slc321_chr10,1,0,0,1,0,0.667,22,1,33,0.667,22,3
552,33,slc3072_chr6,0,1,0,1,0,0.97,32,0.788,26,0.758,25,2
553,33,slc2812_chr4,1,0,0,1,0,0.939,31,0.97,32,0.909,30,2
554,33,slc2650_chr9,1,0,0,1,0,0.97,32,0.697,23,0.667,22,5
555,33,slc2610_chr1,1,0,0,0.61,0.39,0.939,31,0.333,11,0.273,9,2
556,33,slc230_chr9,NULL,NULL,NULL,1,0,0.879,29,0.727,24,0.697,23,8
557,33,slc2102_chr19,NULL,NULL,NULL,0,1,0,0,0,0,0,0,0
558,33,slc1843_chr5,1,0,0,1,0,1,33,0.939,31,0.939,31,4
559,33,slc1800_chr17,0,1,0,1,0,1,33,0.818,27,0.818,27,7
560,33,slc1769_chr16,1,0,0,1,0,0.879,29,0.909,30,0.788,26,4
561,33,slc1599_chr9,1,0,0,0.95,0.05,1,33,0.758,25,0.758,25,4
562,33,slc1385_chr22,1,0,0,1,0,0.909,30,0.879,29,0.788,26,3
563,33,slc1381_chr14,1,0,0,0.33,0.67,0.97,32,0.909,30,0.879,29,4
564,33,slc1365_chr14,1,0,0,1,0,0.909,30,0.97,32,0.879,29,2
565,33,slc1214_chr7,0,1,0,1,0,0.879,29,0.939,31,0.848,28,3
566,33,slc1089_chr4,NULL,NULL,NULL,1,0,0.848,28,1,33,0.848,28,2
567,33,slc1077_chr10,NULL,NULL,NULL,1,0,0.818,27,0.97,32,0.788,26,7
568,32,slc98_chrM,0.06,0.94,0,0.94,0.06,0.938,30,0.125,4,0.125,4,1
569,32,slc935_chr9,1,0,0,1,0,0.969,31,0.969,31,0.938,30,4
570,32,slc875_chr16,1,0,0,0.88,0.12,0.656,21,0.906,29,0.625,20,7
571,32,slc7160_chr1,1,0,0,0.86,0.14,0.938,30,0.875,28,0.812,26,2
572,32,slc67_chr9,0,1,0,1,0,0.812,26,0.844,27,0.688,22,5
573,32,slc6324_chr1,1,0,0,1,0,0.875,28,1,32,0.875,28,2
574,32,slc6073_chr3,1,0,0,0.83,0.17,0.969,31,1,32,0.969,31,3
575,32,slc5436_chr3,1,0,0,1,0,0.938,30,1,32,0.938,30,6
576,32,slc4748_chr17,1,0,0,1,0,0.938,30,0.906,29,0.875,28,3
577,32,slc4379_chr17,1,0,0,1,0,0.844,27,0.906,29,0.781,25,4
578,32,slc3477_chr4,0,0,1,0.5,0.5,0.938,30,0.938,30,0.875,28,2
579,32,slc3258_chr12,1,0,0,1,0,0.781,25,0.969,31,0.781,25,2
580,32,slc3045_chr19,1,0,0,1,0,0.969,31,0.656,21,0.625,20,3
581,32,slc2738_chr16,1,0,0,1,0,0.969,31,0.969,31,0.938,30,1
582,32,slc2585_chr2,1,0,0,1,0,0.969,31,0.969,31,0.969,31,1
583,32,slc2262_chr12,1,0,0,1,0,0.906,29,0.906,29,0.844,27,2
584,32,slc1877_chr12,1,0,0,1,0,0.906,29,0.938,30,0.875,28,3
585,32,slc1372_chr6,NULL,NULL,NULL,0,1,1,32,0,0,0,0,0
586,32,slc1260_chr1,1,0,0,1,0,0.875,28,1,32,0.875,28,7
587,31,slc8335_chr1,NULL,NULL,NULL,0,1,0.774,24,0.065,2,0.032,1,2
588,31,slc782_chr6,1,0,0,0.94,0.06,0.839,26,0.645,20,0.516,16,8
589,31,slc619_chr14,1,0,0,1,0,0.903,28,0.935,29,0.871,27,4
590,31,slc4119_chr16,NULL,NULL,NULL,1,0,0.871,27,0.968,30,0.839,26,5
591,31,slc4035_chr1,1,0,0,1,0,0.935,29,0.903,28,0.871,27,1
592,31,slc3490_chr16,1,0,0,1,0,0.903,28,0.935,29,0.839,26,9
593,31,slc2463_chr14,1,0,0,1,0,1,31,0.903,28,0.903,28,2
594,31,slc2300_chr20,1,0,0,1,0,0.871,27,0.839,26,0.71,22,5
595,31,slc227_chr9,NULL,NULL,NULL,1,0,1,31,0.774,24,0.774,24,6
596,31,slc2152_chr15,0,1,0,0.94,0.06,0,0,0,0,0,0,0
597,31,slc1610_chr13,1,0,0,1,0,1,31,0.968,30,0.968,30,4
598,31,slc1518_chr20,1,0,0,1,0,1,31,0.968,30,0.968,30,2
599,31,slc1175_chr16,0,1,0,1,0,0.71,22,0.968,30,0.677,21,3
600,30,slc8904_chr1,0.11,0.89,0,1,0,0.933,28,0.967,29,0.9,27,1
601,30,slc713_chr5,1,0,0,1,0,0.8,24,0.933,28,0.733,22,5
602,30,slc6148_chr1,0,1,0,1,0,0.833,25,0.933,28,0.8,24,2
603,30,slc5992_chr3,0,1,0,0.9,0.1,0.567,17,0.033,1,0.033,1,1
604,30,slc529_chr19,1,0,0,1,0,0.833,25,0.967,29,0.8,24,2
605,30,slc4253_chr3,NULL,NULL,NULL,0,1,0.9,27,0.567,17,0.5,15,2
606,30,slc4235_chr7,NULL,NULL,NULL,1,0,1,30,1,30,1,30,1
607,30,slc4165_chr17,1,0,0,1,0,1,30,0.5,15,0.5,15,3
608,30,slc4036_chr5,0,0.99,0.01,1,0,0.967,29,1,30,0.967,29,1
609,30,slc4029_chr17,1,0,0,0.33,0.67,0.5,15,1,30,0.5,15,2
610,30,slc355_chr15,1,0,0,0.6,0.4,0.967,29,0.433,13,0.4,12,2
611,30,slc3272_chr8,1,0,0,1,0,0.933,28,0.833,25,0.8,24,6
612,30,slc2988_chr16,1,0,0,0.89,0.11,0.967,29,0.933,28,0.9,27,3
613,30,slc27_chrM,0.5,0.5,0,0.88,0.12,0.833,25,0.133,4,0.1,3,4
614,30,slc2667_chr14,0,1,0,1,0,0.567,17,1,30,0.567,17,2
615,30,slc2150_chr10,0,1,0,1,0,0,0,0,0,0,0,0
616,30,slc1985_chr14,1,0,0,0.89,0.11,0.833,25,0.9,27,0.767,23,6
617,30,slc1752_chr1,1,0,0,1,0,0.867,26,0.7,21,0.667,20,3
618,30,slc1622_chr16,0,1,0,1,0,0.933,28,0.967,29,0.9,27,2
619,30,slc104_chr20,1,0,0,1,0,0.967,29,0.967,29,0.933,28,3
620,29,slc900_chr14,1,0,0,0.07,0.93,0.966,28,0.966,28,0.931,27,2
621,29,slc8864_chr1,1,0,0,1,0,0.759,22,0.897,26,0.69,20,3
622,29,slc88_chrM,0,0.5,0.5,0.73,0.27,0.966,28,0.276,8,0.276,8,6
623,29,slc7091_chr1,0,1,0,1,0,1,29,0.897,26,0.897,26,5
624,29,slc612_chr21,1,0,0,1,0,0.931,27,0.862,25,0.793,23,2
625,29,slc548_chr14,1,0,0,1,0,1,29,0.793,23,0.793,23,8
626,29,slc5229_chr17,1,0,0,1,0,0.966,28,0.966,28,0.966,28,9
627,29,slc4776_chr6,1,0,0,NULL,NULL,1,29,0,0,0,0,0
